id,data_abertura,canal,parceiro,uf,linha,modelo,serie,lote,descricao_cliente,codigo_sintoma,prioridade_declarada,status,data_fechamento,sla_horas,custo_peca_brl,id_origem
OC-2026-000564,2026-03-13,Planilha Parceiro,Sul Service,RS,TV,UQ-7550PSF,UQ75526840,L2601C,Audio ausente pelos alto-falantes internos. Saida optica funciona.,,,fechada,2026-04-03,240,559.09,
OC-2026-000745,15/07/2026,Formulario,MegaTec Reparos,BA,Ar-Condicionado,AC S12TQ,ACS1594987,L2605A,"Baixa pressao no sistema, indicio de vazamento na linha.",VAZAMENTO_GAS,Alta,fechada,2026-08-11,72,486.53,
OC-2026-000704,2026-03-07 13:51,Formulario,Prisma Assistencia Tecnica,PR,Geladeira,GT-39SSP,GT39563179,L2601B,esquentou tudo dentro,,Media,AGUARDANDO PECA,,120,834.14,
OC-2026-000546,2026-06-21,Planilha Parceiro,Norte Eletro,CE,TV,UQ-7550PSF,UQ75232904,L2602B,tela apagada,,,FECHADA,2026-07-19,240,243.82,
OC-2026-000434,2026-05-10,Formulario,Central Reparos Bandeirantes,SP,Geladeira,GT-39SSP,GT39217118,L2601C,nao liga de jeito nenhum,,Baixa,Aberta,,240,,
OC-2026-001522,07/03/2026,Planilha Parceiro,Eletro Nordeste,PE,Geladeira,gc-b247sluv,GCB2474899,,"Porta desalinhada, borracha de vedacao solta em um dos cantos.",PORTA_DESALINHADA,,fechada,2026-03-11,120,151.98,
OC-2026-000888,2026-05-20,Formulario,SUL SERVICE ELETRO,RS,Geladeira,GC-L257,GCL2671870,L2601A,esquentou tudo dentro,,Baixa,Fechado,2026-06-07,240,941.16,
OC-2026-001636,2026-04-08,E-mail,ELETRO SERV ANDRADE,SP,Ar-Condicionado,ACDUAL9K,ACDU191736,L2601B,Controle remoto sem resposta. Aparelho responde aos botoes fisicos.,,Media,Fechado,2026-05-03,120,401.21,
OC-2026-000738,2026-05-05,Planilha Parceiro,Assistencia Tecnica Silva Ltda,SP,Geladeira,GT39SSP,GT39523382,L2601A,Cliente relata que a geladeira nao esta refrigerando ha 3 dias. Alimentos estragaram.,NAO_GELA,Media,Fechado,2026-05-23,120,908.44,
OC-2026-001101,2026-05-16,formulario,Atlas Manutencao de Equipamentos,GO,Maquina de Lavar,WM-T13BW,WMT1874668,L2604B,nao liga de jeito nenhum,,Alta,FECHADA,2026-05-23,72,244.59,
OC-2026-001543,2026-08-04 17:31,Planilha Parceiro,Central Reparos Band.,SP,Maquina de Lavar,WD-11WV,WD11729512,L2605C,"morreu do nada, nao acende nem a luzinha",,Critica,aguardando_peca,,72,327.87,
OC-2026-001946,05/04/2026,planilha_parceiro,PRISMA AT,PR,Maquina de Lavar,WM F60BW,WMF6936173,L2612B,"Aparelho nao liga. Tomada testada com outro equipamento, energia OK.",NAO_LIGA,,reaberta,,120,,OC-2026-001418
OC-2026-000951,2026-04-22,Planilha Parceiro,Prisma Assist Tecnica,PR,Maquina de Lavar,WD-11WV,WD11664871,,"vazamento constante, cliente teve que colocar pano embaixo",VAZAMENTO_AGUA,Baixa,Fechado,2026-05-05 17:12,240,229.69,
OC-2026-000379,2026-08-03,FORM,Sul Service,RS,Geladeira,GC-L257FLQ,GCL2478616,L2606B,"nao ta gelando direito desde semana passada, ja regulei o termostato e nao adiantou",NAO_GELA,Baixa,Fechada,20/08/2026,240,544.08,
OC-2026-000699,2026-08-13,Planilha Parceiro,Central Reparos Band.,SP,Monitor,34WP65C,34WP814456,L2605C,"Manchas escuras no canto inferior direito da tela, cliente relata que aumentaram.",LINHAS_TELA,Media,Fechada,2026-09-09,120,616.65,
OC-2026-000553,2026-03-04,E-mail,TECNOAR,RJ,Geladeira,GT39SSP,GT39615968,L2601C,"temperatura do gabinete alta, marcando 14 graus com regulagem no maximo",,Media,Fechado,15/03/2026,120,239.1,
OC-2026-000480,2026-08-08,Formulario,Refrig Vale Verde,MG,Geladeira,GC-L257FLQ,GCL2433291,,nao gela nada,,Baixa,em_atendimento,,240,,
OC-2026-000078,14-08-2026 08:48,email,Atlas Manutencao,GO,Ar-Condicionado,ACD18MQ,ACD1141073,L2606C,condensadora fazendo muito barulho,,Media,Fechada,2026-08-25,120,574.86,
OC-2026-000611,2026-07-05,E-mail,Central Reparos Band.,SP,Ar-Condicionado,AC-DUAL9K,ACDU683200,L2605B,"Aparelho nao liga. Tomada testada com outro equipamento, energia OK.",,,fechada,2026-07-12,240,200.33,
OC-2026-001958,2026-03-30 14:33,email,Eletro Nordeste,PE,Ar-Condicionado,AC-D18MQ,ACD1419947,L2601B,"Unidade externa com ruido alto durante a operacao, vizinhos reclamaram.",RUIDO_UNIDADE_EXTERNA,Baixa,Reaberta,,240,383.41,OC-2026-000997
OC-2026-001984,2026-08-27,Planilha Parceiro,Norte Eletro Servicos,CE,TV,OLED-55C4,OLED546094,L2605A,reincidencia do mesmo problema,,Critica,Reaberta,,72,965.18,OC-2026-000884
OC-2026-000792,2026-03-30,Formulario,ATLAS MANUT EQUIP,GO,Maquina de Lavar,WM-T13BW,WMT1737716,,"nao escoa a agua, fica cheia",VAZAMENTO_AGUA,Alta,Fechado,01/04/2026,72,155.99,
OC-2026-000132,2026-08-29,planilha_parceiro,OFICINA DIGITAL CAMPINAS ME,SP,Monitor,24MP400,24MP437957,L2605C,Sem imagem. Audio presente. Cliente ja testou outra fonte de video.,,Media,Fechada,2026-09-21,120,826.26,
OC-2026-001130,18/03/2026,Formulario,MegaTec Reparos,BA,Ar-Condicionado,ACS12TQ,ACS1880306,L2612B,nao liga de jeito nenhum,,Baixa,em_atendimento,,240,,
OC-2026-001009,2026-05-27,formulario,Tecnoar Servicos Eireli,RJ,Maquina de Lavar,WD-11WV,WD11945756,L2604B,"Aparelho nao liga. Tomada testada com outro equipamento, energia OK.",NAO_LIGA,Baixa,em_atendimento,,240,,
OC-2026-000666,18-06-2026 12:00,Formulario,NORTE ELETRO SERVICOS LTDA,CE,Geladeira,GT-39SSP,GT39522096,,"vazamento constante, cliente teve que colocar pano embaixo",,Baixa,Fechado,09/07/2026,240,606.6,
OC-2026-001410,29/07/2026,email,ELETRO SERV ANDRADE,SP,Geladeira,GCB247SLUV,GCB2849701,L2605C,"Porta desalinhada, borracha de vedacao solta em um dos cantos.",PORTA_DESALINHADA,,fechada,30/07/2026,240,143.66,
OC-2026-001211,03/03/2026,Formulario,Sul Service,RS,TV,UQ7550PSF,UQ75161931,,erro no painel,,,Fechado,2026-03-23 09:05,120,251.85,
OC-2026-000766,13-07-2026 08:48,planilha_parceiro,Eletro Servicos Andrade ME,SP,Geladeira,GCL257FLQ,GCL2543342,L2604B,faz um barulho alto de tempos em tempos,PORTA_DESALINHADA,Alta,Fechada,2026-07-23,72,97.95,
OC-2026-001481,02/05/2026,planilha_parceiro,Tecnoar Servicos,RJ,TV,OLED55C4,OLED322834,L2603A,apareceu umas linhas verticais na tela,,Critica,aguardando_peca,,72,649.46,
OC-2026-001725,2026-06-15,email,OFICINA DIGITAL CAMPINAS ME,SP,Maquina de Lavar,WM-T13BW,WMT1547024,L2604A,erro no painel,,Media,fechada,2026-06-14,120,739.38,
OC-2026-001834,15/07/2026,Formulario,A.T. SILVA LTDA,SP,Geladeira,GC B247SLUV,GCB2573880,L2606A,"aparelho com 2 meses, gelou normal no comeco e depois foi perdendo, agora nao gela mais nada",,Critica,FECHADA,2026-07-16,72,1074.84,
OC-2026-000814,2026-07-08,Planilha Parceiro,ELETRO SERV ANDRADE,SP,Ar-Condicionado,AC-D18MQ,ACD1152079,L2604A,"nao gela o ambiente, so joga ar quente",,Alta,aberta,,72,,
OC-2026-001987,2026-07-16,planilha_parceiro,Atlas Manutencao de Equipamentos,GO,Geladeira,GC B247SLUV,GCB2878943,,Perda progressiva de refrigeracao em produto recente. Compressor liga mas nao sustenta a temperatura.,,Alta,Reaberta,,72,512.53,OC-2026-001831
OC-2026-001228,2026-05-01,Formulario,PRISMA AT,PR,Geladeira,GT-39SSP,GT39401563,L2603C,"porta nao fecha direito, fica uma fresta",PORTA_DESALINHADA,Baixa,fechada,2026-05-20,240,114.92,
OC-2026-000662,2026-08-05,Formulario,assistencia tecnica silva,SP,Geladeira,GC-L257,GCL2614050,L2604B,"nao ta gelando direito desde semana passada, ja regulei o termostato e nao adiantou",,Media,fechada,18-08-2026 09:57,120,546.44,
OC-2026-000563,2026-08-14 10:30,planilha_parceiro,Tecnoar Servicos,RJ,Maquina de Lavar,WD11WV,WD11792276,L2605C,"vazamento constante, cliente teve que colocar pano embaixo",,Alta,Aguardando peca,,72,857.55,
OC-2026-001445,2026-08-08,Formulario,ELETRO NORDESTE ASSIST LTDA,PE,TV,oled55c4,OLED787040,L2606C,sem som nenhum,SEM_AUDIO,Media,Fechado,02-09-2026 15:32,120,224.81,
OC-2026-001384,2026-07-23,Planilha Parceiro,Atlas Manutencao de Equipamentos,GO,Geladeira,GCL257FLQ,GCL2426696,L2605C,vazando agua embaixo do aparelho,,Media,Fechada,2026-08-09,120,826.5,
OC-2026-000432,2026-06-07,E-mail,Eletro Servicos Andrade,SP,Geladeira,GC-L257FLQ,GCL2599645,L2604A,"Porta desalinhada, borracha de vedacao solta em um dos cantos.",PORTA_DESALINHADA,,FECHADA,20-06-2026 08:35,120,127.22,
OC-2026-000771,2026-04-28,E-mail,ELETRO NORDESTE ASSIST LTDA,PE,Maquina de Lavar,WM-T13BW,WMT1563954,L2603C,nao liga de jeito nenhum,,Media,AGUARDANDO PECA,,120,393.67,
OC-2026-000688,2026-07-20 19:39,planilha_parceiro,Eletro Servicos Andrade ME,SP,Monitor,24MP400,24MP399601,L2604B,a tela fica piscando o tempo todo,FLICKER,Baixa,Fechada,23/07/2026,240,680.63,
OC-2026-000875,23/04/2026,formulario,Refrigeracao Vale Verde,MG,TV,UQ-7550PSF,UQ75814650,,"Manchas escuras no canto inferior direito da tela, cliente relata que aumentaram.",,Media,EM ATENDIMENTO,,120,,
OC-2026-000046,2026-05-01 12:35,E-mail,Atlas Manutencao de Equipamentos,GO,Geladeira,GT39SSP,GT39266226,L2603A,"temperatura do gabinete alta, marcando 14 graus com regulagem no maximo",TEMP_ALTA_GABINETE,Alta,fechada,2026-05-15,72,909.54,
OC-2026-000496,2026-06-17,Formulario,MegaTec Reparos,BA,TV,NANO-75SQA,NANO408586,L2602C,nao liga de jeito nenhum,NAO_LIGA,Baixa,ABERTA,,240,,
OC-2026-000593,08/03/2026,email,Refrigeracao Vale Verde,MG,Ar-Condicionado,AC-D18MQ,ACD1280420,L2601A,"Baixa pressao no sistema, indicio de vazamento na linha.",,Baixa,fechada,20/03/2026,240,326.54,
OC-2026-001635,2026-06-03,email,Oficina Digital Campinas,SP,Ar-Condicionado,ACDUAL9K,ACDU405528,L2603A,nao liga de jeito nenhum,,Media,Fechada,2026-06-08,120,260.55,
OC-2026-001229,2026-04-07,E-mail,Eletro Servicos Andrade ME,SP,Maquina de Lavar,WM-T13BW,WMT1583620,,aparece codigo de erro no visor e para tudo,,Baixa,aberta,,240,,
OC-2026-001871,2026-08-12 19:32,formulario,MEGATEC,BA,Geladeira,gc-b247sluv,GCB2580284,L2607B,Cliente relata que apos cerca de dois meses de uso o gabinete parou de refrigerar. Placa de controle suspeita.,TEMP_ALTA_GABINETE,Alta,fechada,2026-08-15 07:59,72,673.19,
OC-2026-001337,2026-08-01,E-mail,Tecnoar Servicos Eireli,RJ,TV,OLED-55C4,OLED604397,L2605B,aparece codigo de erro no visor e para tudo,,Baixa,Fechado,2026-08-18,240,792.0,
OC-2026-000877,2026-05-11,Formulario,Assist Tec Silva,SP,Geladeira,GC-L257,GCL2243363,,"Ruido intermitente na parte traseira, cliente relata que piorou nas ultimas semanas.",RUIDO_COMPRESSOR,Media,FECHADA,12-05-2026 13:05,120,969.93,
OC-2026-000864,16/08/2026,FORM,A.T. SILVA LTDA,SP,Maquina de Lavar,wd-11wv,WD11947032,L2604A,Cliente relata que a agua nao drena ao final do ciclo.,,,aberta,,120,,
OC-2026-002035,2026-05-28,planilha_parceiro,MegaTec Reparos Ltda,BA,Maquina de Lavar,wd-11wv,WD11685223,L2604B,"nao centrifuga, roupa sai encharcada",NAO_CENTRIFUGA,Baixa,Aberta,,240,,
OC-2026-000706,08/06/2026,email,Atlas Manutencao,GO,Geladeira,GC-L257,GCL2277333,L2604C,Gabinete quente. Cliente ja verificou vedacao da porta.,TEMP_ALTA_GABINETE,Media,FECHADA,2026-06-22,120,1092.12,
OC-2026-000952,2026-07-10,Formulario,Oficina Digital Campinas,SP,Geladeira,GT-39SSP,GT39795173,,"porta nao fecha direito, fica uma frta",,Alta,FECHADA,16/07/2026,72,723.63,
OC-2026-000455,2026-08-26,E-mail,Oficina Digital,SP,TV,UQ-7550PSF,UQ75326313,L2607B,aparece codigo de erro no visor e para tudo,,Critica,Fechada,2026-09-16,72,879.95,
OC-2026-001441,09/07/2026,Planilha Parceiro,Refrig Vale Verde,MG,TV,NANO-75SQA,NANO283179,,Audio ausente pelos alto-falantes internos. Saida optica funciona.,SEM_AUDIO,,Fechada,2026-07-30,120,233.16,
OC-2026-001473,2026-05-15,email,Eletro Nordeste Assistencia,PE,Monitor,27UP550,27UP865434,L2602B,a tela fica piscando o tempo todo,,Alta,Fechado,2026-05-22,72,371.05,
OC-2026-001705,23/04/2026,email,Assistencia Tecnica Silva Ltda,SP,Monitor,34-WP65C,34WP122489,L2603B,nao liga de jeito nenhum,NAO_LIGA,Media,FECHADA,2026-05-14,120,476.6,
OC-2026-001371,2026-08-05 11:03,Formulario,Eletro Servicos Andrade ME,SP,TV,NANO-75SQA,NANO291510,L2605A,apareceu umas linhas verticais na tela,LINHAS_TELA,Baixa,FECHADA,2026-08-23,240,2194.74,
OC-2026-001939,2026-05-20,Planilha Parceiro,ATLAS MANUT EQUIP,GO,Ar-Condicionado,AC S12TQ,ACS1862170,,"Baixa pressao no sistema, indicio de vazamento na linha.",VAZAMENTO_GAS,Baixa,reaberta,,240,339.14,OC-2026-000616
OC-2026-000721,07-03-2026 07:28,E-mail,TECNOAR,RJ,TV,NANO-75SQA,NANO663414,,,LINHAS_TELA,,FECHADA,2026-03-25,120,2385.16,
OC-2026-000601,2026-03-13,Planilha Parceiro,Sul Service,RS,Maquina de Lavar,WM-T13BW,WMT1146602,,Display apresenta codigo de erro intermitente. Cliente ja tentou reset.,,,AGUARDANDO PECA,,72,546.99,
OC-2026-000240,2026-05-07,Planilha Parceiro,Eletro Nordeste,PE,Ar-Condicionado,ACD18MQ,ACD1559965,L2603C,"Aparelho nao liga. Tomada testada com outro equipamento, energia OK.",RUIDO_UNIDADE_EXTERNA,Baixa,ABERTA,,240,,
OC-2026-000693,26/05/2026,planilha_parceiro,Refrig Vale Verde,MG,Geladeira,GT-39SSP,GT39330561,,"Porta desalinhada, borracha de vedacao solta em um dos cantos.",PORTA_DESALINHADA,Baixa,Fechado,23/06/2026,240,48.42,
OC-2026-001858,2026-08-12,Planilha Parceiro,Sul Service Eletrodomesticos,RS,Geladeira,GC-B247SLUV,GCB2633150,L2605B,"geladeira nova parou de funcionar, o motor fica ligando e desligando toda hora e nao gela",,Alta,FECHADA,2026-08-24,72,858.06,
OC-2026-000983,2026-06-09,E-mail,Refrigeracao Vale Verde,MG,Geladeira,GT39SSP,GT39729659,L2603B,"vazamento constante, cliente teve que colocar pano embaixo",PORTA_DESALINHADA,Alta,ABERTA,,72,,
OC-2026-001060,2026-06-30 09:09,email,NORTE ELETRO SERVICOS LTDA,CE,Monitor,24MP400,24MP925429,L2605C,Mensagem de ausencia de sinal. Cliente testou dois cabos diferentes.,TELA_ESCURA,Critica,aberta,,72,,
OC-2026-001024,2026-06-24,formulario,Norte Eletro Servicos,CE,Ar-Condicionado,AC-D18MQ,ACD1334282,L2603B,"Aparelho nap liga. Tomada testada com outro equipamento, energia OK.",NAO_LIGA,Media,Em atendimento,,120,,
OC-2026-000632,2026-06-09,E-mail,Refrigeracao Vale Verde,MG,TV,OLED55C4,OLED133855,,risco na tela do lado esquerdo,SEM_AUDIO,Media,fechada,2026-06-17,120,521.56,
OC-2026-000979,22/05/2026,Formulario,Eletro Servicos Andrade ME,SP,Monitor,24-MP400,24MP871422,L2602C,"Manchas escuras no canto inferior direito da tela, cliente relata que aumentaram.",,,FECHADA,13/06/2026,72,316.08,
OC-2026-001652,21/03/2026,E-mail,ELETRO SERV ANDRADE,SP,Ar-Condicionado,AC DUAL 9K,ACDU558534,L2602C,"Unidade externa com ruido alto durante a operacao, vizinhos reclamaram.",,Critica,FECHADA,03/04/2026,72,281.03,
OC-2026-001424,21-03-2026 16:14,planilha_parceiro,Prisma Assist Tecnica,PR,Ar-Condicionado,ACS12TQ,ACS1768225,L2612B,"Baixa pressao no sistema, indicio de vazamento na linha.",VAZAMENTO_GAS,Baixa,Fechada,03/04/2026,240,707.44,
OC-2026-000474,04-06-2026 12:36,Formulario,NORTE ELETRO SERVICOS LTDA,CE,Geladeira,GC-L257FLQ,GCL2681500,L2603A,"Porta desalinhada, borracha de vedacao solta em um dos cantos.",,Alta,Fechado,2026-06-14,72,498.93,
OC-2026-001394,,Planilha Parceiro,MEGATEC,BA,Geladeira,GT-39SSP,GT39434762,L2604C,vazando agua embaixo do aparelho,,Baixa,ABERTA,,240,,
OC-2026-001216,21/06/2026,formulario,REFRIGERACAO VALE VERDE LTDA,MG,TV,NANO75SQA,NANO959580,,"Aparelho nao liga. Tomada testada com outro equipamento, energia OK.",,,Fechado,14/07/2026,72,302.15,
OC-2026-001632,2026-08-25,Formulario,Tecnoar Servicos Eireli,RJ,Geladeira,GCL257FLQ,GCL2515810,L2605A,"A parte de baixo nao gela mais, o freezer ainda funciona normal.",PORTA_DESALINHADA,Media,fechada,2026-09-01,120,97.88,
OC-2026-000025,30/07/2026,E-mail,Tecnoar Servicos,RJ,TV,NANO75SQA,NANO189767,,Controle remoto sem resposta. Aparelho responde aos botoes fisicos.,CONTROLE_NAO_RESPONDE,Media,fechada,2026-08-13 15:25,120,56.75,
OC-2026-001314,28/05/2026,Planilha Parceiro,NORTE ELETRO SERVICOS LTDA,CE,Maquina de Lavar,WD11WV,WD11946795,L2603A,Cliente relata que a agua nao drena ao final do ciclo.,,Baixa,AGUARDANDO PECA,,240,606.44,
OC-2026-001845,2026-07-28,Formulario,MegaTec Reparos,BA,Geladeira,GCB247SLUV,GCB2999887,L2606C,"parou de gelar do nada, produto tem pouco tempo de uso. tecnico falou que e a placa",RUIDO_COMPRESSOR,Alta,fechada,2026-08-16 12:29,72,1231.95,
OC-2026-001329,2026-06-29 17:07,email,REFRIGERACAO VALE VERDE LTDA,MG,TV,OLED55C4,OLED414946,L2605A,Controle remoto sem resposta. Aparelho responde aos botoes fisicos.,CONTROLE_NAO_RESPONDE,Media,fechada,11/07/2026,120,151.26,
OC-2026-001945,2026-08-13,FORM,ATLAS MANUT EQUIP,GO,TV,OLED55C4,OLED602087,L2605B,tela preta mas o som funciona,TELA_ESCURA,Baixa,REABERTA,,240,725.47,OC-2026-001561
OC-2026-001923,2026-07-22 15:13,E-mail,Eletro Nordeste,PE,Maquina de Lavar,WM F60BW,WMF6854655,L2604C,"agua vazando na parte de tras, mangueira solta",VAZAMENTO_AGUA,Media,Fechada,19/08/2026,120,42.75,
OC-2026-001870,2026-08-12,email,Sul Service Eletrodomesticos,RS,Geladeira,GC B247SLUV,GCB2171848,L2607B,"parou de gelar do nada, produto tem pouco tempo de uso. tecnico falou que e a placa",TEMP_ALTA_GABINETE,Critica,fechada,2026-08-26,72,845.94,
OC-2026-001717,2026-03-09,Formulario,REFRIGERACAO VALE VERDE LTDA,MG,Maquina de Lavar,WM-T13BW,WMT1739313,L2612A,Display apresenta codigo de erro intermitente. Cliente ja tentou reset.,,Alta,FECHADA,2026-03-30,72,471.53,
OC-2026-001576,2026-07-26,Planilha Parceiro,ELETRO NORDESTE ASSIST LTDA,PE,TV,OLED55C4,OLED466121,,"morreu do nada, nao acende nem a luzinha",,Baixa,ABERTA,,240,,
OC-2026-000396,19/03/2026,FORM,Tecnoar Servicos Eireli,RJ,TV,oled55c4,OLED540178,L2612B,nao liga de jeito nenhum,,Baixa,Fechada,2026-04-07,240,281.67,
OC-2026-001360,17-08-2026 11:19,E-mail,Norte Eletro Servicos,CE,TV,NANO-75SQA,NANO845406,L2604C,apareceu umas linhas verticais na tela,LINHAS_TELA,Baixa,em_atendimento,,240,,
OC-2026-001828,2026-06-28,E-mail,Assist Tec Silva,SP,Geladeira,GC B247SLUV,GCB2362358,L2606A,Cliente relata que apos cerca de dois meses de uso o gabinete parou de refrigerar. Placa de controle suspeita.,RUIDO_COMPRESSOR,Critica,FECHADA,10/07/2026,72,1209.52,
OC-2026-001578,2026-07-13,Formulario,TECNOAR,RJ,Monitor,34WP65C,34WP252609,L2605A,apareceu umas linhas verticais na tela,FLICKER,Baixa,aberta,,240,,
OC-2026-001711,2026-03-24,Formulario,MEGATEC,BA,Monitor,27UP550,27UP340156,L2601C,aparece sem sinal na tela mesmo com o cabo ligado,TELA_ESCURA,Baixa,Fechado,01/04/2026,240,763.29,
OC-2026-000290,11/05/2026,Planilha Parceiro,Eletro Nordeste,PE,Ar-Condicionado,ACD18MQ,ACD1331911,L2604B,"Unidade externa com ruido alto durante a operacao, vizinhos reclamaram.",,Media,Fechada,03/06/2026,120,455.63,
OC-2026-001715,06/07/2026,Planilha Parceiro,assistencia tecnica silva,SP,Maquina de Lavar,wd-11wv,WD11261607,L2604C,Maquina completa o ciclo mas nao centrifuga.,,Baixa,Fechada,28/07/2026,240,913.06,
OC-2026-000619,,Formulario,ELETRO SERV ANDRADE,SP,Ar-Condicionado,AC DUAL 9K,ACDU734955,L2605B,"Unidade externa com ruido alto durante a operacao, vizinhos reclamaram.",,Media,Aberta,,120,,
OC-2026-000808,2026-05-06,Formulario,ATLAS MANUT EQUIP,GO,TV,NANO-75SQA,NANO601663,,sem som nenhum,SEM_AUDIO,Critica,fechada,2026-05-11,72,364.08,
OC-2026-000481,2026-05-25,formulario,Atlas Manutencao de Equipamentos,GO,Ar-Condicionado,ACDUAL9K,ACDU706296,L2603C,"Aparelho nao liga. Tomada testada com outro equipamento, energia OK.",,Critica,Fechado,2026-05-30,72,737.52,
OC-2026-001134,2026-08-14 09:23,Formulario,MegaTec Reparos Ltda,BA,Monitor,24-MP400,24MP599267,,"Aparelho nao liga. Tomada testada com outro equipamento, energia OK.",NAO_LIGA,Media,Fechada,2026-08-29,120,800.23,
OC-2026-001351,2026-07-14,E-mail,Norte Eletro,CE,Maquina de Lavar,WM-T13BW,WMT1344765,,agua fica parada no tambor,NAO_DRENA,Critica,Fechada,2026-07-23,72,291.39,
OC-2026-000050,2026-04-28,Formulario,Central Reparos Band.,SP,Geladeira,GC-L257,GCL2828715,L2601B,"porta nao fecha direito, fica uma fresta",PORTA_DESALINHADA,Critica,aberta,,72,,
OC-2026-001502,31/05/2026,E-mail,Central Reparos Band.,SP,Geladeira,GT39SSP,GT39648180,L2604B,"Aparelho nao liga. Tomada testada com outro equipamento, energia OK.",PORTA_DESALINHADA,Media,Fechada,2026-06-07,120,118.73,
OC-2026-000489,2026-05-08 18:56,E-mail,Norte Eletro Servicos,CE,Ar-Condicionado,AC-S12TQ,ACS1551023,L2603A,nao resfria mais,NAO_RESFRIA,Baixa,Fechado,2026-05-17,240,681.61,
OC-2026-000892,2026-03-13,Formulario,Tecnoar Servicos Eireli,RJ,Ar-Condicionado,ACD18MQ,ACD1243020,L2612B,nao resfria mais,,Baixa,AGUARDANDO PECA,,240,933.07,
OC-2026-001486,2026-04-07,Formulario,SUL SERVICE ELETRO,RS,Geladeira,GC-L257,GCL2874399,L2601B,nao gela nada,,Media,Fechado,2026-04-19,120,648.86,
OC-2026-001490,22/04/2026,Formulario,Sul Service,RS,Monitor,27-UP550,27UP151026,L2603C,Mensagem de ausencia de sinal. Cliente testou dois cabos diferentes.,SEM_SINAL,Alta,AGUARDANDO PECA,,72,166.75,
OC-2026-000921,2026-07-09,Planilha Parceiro,ATLAS MANUT EQUIP,GO,TV,UQ7550PSF,UQ75711190,L2604B,"Manchas escuras no canto inferior direito da tela, cliente relata que aumentaram.",,Alta,FECHADA,2026-07-15,72,760.9,
OC-2026-001574,2026-08-06,E-mail,Refrigeracao Vale Verde,MG,Geladeira,GT-39SSP,GT39884875,L2604B,Cliente relata que a geladeira nao esta refrigerando ha 3 dias. Alimentos estragaram.,NAO_GELA,,FECHADA,2026-08-25,72,1023.99,
OC-2026-001924,,Formulario,Eletro Nordeste Assistencia,PE,Maquina de Lavar,WM-F60BW,WMF6134313,L2604A,Cliente relata vazamento desde o primeiro uso. Verificada conexao de entrada fora do padrao.,VAZAMENTO_AGUA,Media,Fechado,2026-08-12,120,126.23,
OC-2026-000098,2026-07-09,planilha_parceiro,OFICINA DIGITAL CAMPINAS ME,SP,Maquina de Lavar,WM-T13BW,WMT1633672,,nao liga de jeito nenhum,,Alta,aguardando_peca,,72,490.74,
OC-2026-001606,04/05/2026,Formulario,Tecnoar Servicos,RJ,Geladeira,GT-39SSP,GT39524538,L2603C,"Aparelho nao liga. Tomada testada com outro equipamento, energia OK.",,Media,Em atendimento,,120,,
OC-2026-001485,06/04/2026,Planilha Parceiro,Tecnoar Servicos,RJ,TV,UQ7550PSF,UQ75963885,L2603C,sem som nenhum,SEM_AUDIO,Alta,FECHADA,25/04/2026,72,412.85,
OC-2026-002002,2026-05-14,Planilha Parceiro,NORTE ELETRO SERVICOS LTDA,CE,Geladeira,GT-39SSP,GT39702436,L2603C,"Aparelho nao liga. Tomada testada com outro equipamento, energia OK.",,Baixa,REABERTA,,240,843.39,OC-2026-000274
OC-2026-000389,2026-04-09,Formulario,Eletro Servicos Andrade,SP,Geladeira,GT-39SSP,GT39427892,L2603A,"vazamento constante, cliente teve que colocar pano embaixo",VAZAMENTO_AGUA,Alta,EM ATENDIMENTO,,72,,
OC-2026-001600,27-04-2026 09:43,planilha_parceiro,ELETRO NORDESTE ASSIST LTDA,PE,Geladeira,GC-L257,GCL2706874,L2602B,"morreu do nada, nao acende nem a luzinha",NAO_LIGA,Alta,Aguardando peca,,72,954.73,
OC-2026-000751,13/04/2026,E-mail,Tecnoar Servicos Eireli,RJ,Geladeira,GT-39SSP,GT39919449,,Cliente relata poca de agua no chao apos o uso.,,Baixa,fechada,2026-04-15,240,607.26,
OC-2026-000804,27-06-2026 16:05,formulario,NORTE ELETRO SERVICOS LTDA,CE,Maquina de Lavar,WM-F60BW,WMF6730067,L2603A,"nao escoa a agua, fica cheia",,Baixa,Fechado,04/07/2026,240,507.31,
OC-2026-000205,2026-07-05,Formulario,ELETRO NORDESTE ASSIST LTDA,PE,Ar-Condicionado,ACDUAL9K,ACDU417558,,Controle remoto sem resposta. Aparelho responde aos botoes fisicos.,,Media,Aberta,,120,,
OC-2026-000225,2026-07-08,FORM,TECNOAR,RJ,Geladeira,GC-L257FLQ,GCL2553978,,"Porta desalinhada, borracha de vedacao solta em um dos cantos.",VAZAMENTO_AGUA,Media,FECHADA,2026-07-23,120,215.88,
OC-2026-000016,2026-08-11,Formulario,Eletro Nordeste,PE,TV,NANO-75SQA,NANO944756,,Sem imagem. Audio presente. Cliente ja testou outra fonte de video.,TELA_ESCURA,,Fechada,2026-09-03,72,1137.86,
OC-2026-000652,2026-05-11,email,Assistencia Tecnica Silva Ltda,SP,Geladeira,GC-L257,GCL2214579,L2603B,"morreu do nada, nao acende nem a luzinha",,Media,FECHADA,2026-05-14,120,710.12,
OC-2026-001601,16/03/2026,E-mail,Sul Service,RS,Geladeira,GC-L257FLQ,GCL2223797,L2612C,"A parte de baixo nao gela mais, o freezer ainda funciona normal.",,Media,em_atendimento,,120,,
